Donors;bound_check;l1;l2;PRE_SC_RMSPE;PRE_SC_BIAS;PRE_SC_VAR;POST_SC_RMSFE;POST_SC_BIAS;POST_SC_VAR;SC_MZ_REG_inter;SC_MZ_REG_slope;PRE_OLS_RMSPE;PRE_OLS_BIAS;PRE_OLS_VAR;POST_OLS_RMSFE;POST_OLS_BIAS;POST_OLS_VAR;OLS_MZ_REG_inter;OLS_MZ_REG_slope;PRE_REGOLS_RMSPE;PRE_REGOLS_BIAS;PRE_REGOLS_VAR;POST_REGOLS_RMSFE;POST_REGOLS_BIAS;POST_REGOLS_VAR;REGOLS_MZ_REG_inter;REGOLS_MZ_REG_slope;PRE_NET_RMSPE;PRE_NET_BIAS;PRE_NET_VAR;POST_NET_RMSFE;POST_NET_BIAS;POST_NET_VAR;NET_MZ_REG_inter;NET_MZ_REG_slope;PRE_FACTOR_RMSPE;PRE_FACTOR_BIAS;PRE_FACTOR_VAR;POST_FACTOR_RMSFE;POST_FACTOR_BIAS;POST_FACTOR_VAR;FACTOR_MZ_REG_inter;FACTOR_MZ_REG_slope;PRE_UNIDYN_RMSPE;PRE_UNIDYN_BIAS;PRE_UNIDYN_VAR;POST_UNIDYN_RMSFE;POST_UNIDYN_BIAS;POST_UNIDYN_VAR;UNIDYN_MZ_REG_inter;UNIDYN_MZ_REG_slope;PRE_MULTIDYN1_RMSPE;PRE_MULTIDYN1_BIAS;PRE_MULTIDYN1_VAR;POST_MULTIDYN1_RMSFE;POST_MULTIDYN1_BIAS;POST_MULTIDYN1_VAR;MULTIDYN1_MZ_REG_inter;MULTIDYN1_MZ_REG_slope;PRE_MULTIDYN2_RMSPE;PRE_MULTIDYN2_BIAS;PRE_MULTIDYN2_VAR;POST_MULTIDYN2_RMSFE;POST_MULTIDYN2_BIAS;POST_MULTIDYN2_VAR;MULTIDYN2_MZ_REG_inter;MULTIDYN2_MZ_REG_slope;PRE_MULTIDYN3_RMSPE;PRE_MULTIDYN3_BIAS;PRE_MULTIDYN3_VAR;POST_MULTIDYN3_RMSFE;POST_MULTIDYN3_BIAS;POST_MULTIDYN3_VAR;MULTIDYN3_MZ_REG_inter;MULTIDYN3_MZ_REG_slope;PRE_VAR_RMSPE;PRE_VAR_BIAS;PRE_VAR_VAR;POST_VAR_RMSFE;POST_VAR_BIAS;POST_VAR_VAR;VAR_MZ_REG_inter;VAR_MZ_REG_slope
2;1;;;;;;;;;0,7754848717010255;-0,06853824786977433;;;;;;;-0,1952311219634896;1,0415692555702025;;;;;;;-2,31409817826907e+01;30,5599421840238072;;;;;;;-0,58832504247714790;1,5538391469037016;;;;;;;-0,1952311219634920;1,0415692555702065;;;;;;;-7,04100478538633e-01;1,7415404538542834;;;;;;;1,31203684879267102;-0,7958333983381969;;;;;;;-0,67924117929950834;1,48880939257095890;;;;;;;-3,90758494228103226;6,03413661687941e+00;;;;;;;-0,73554380798801478;1,97151315724014e+00
2;2;;;;;;;;;2,9432751744537939;0,13493719468263587;;;;;;;6,4208585091409001;-0,9578873004203472;;;;;;;3,74687757629881e+01;-10,6642026716669829;;;;;;;10,36577360757511457;-2,1907488801226092;;;;;;;6,4208585091409187;-0,9578873004203533;;;;;;;2,50613471808356e+00;0,2645430697206388;;;;;;;-0,42035427606782266;1,2075848257190067;;;;;;;-0,12553237051641167;1,11547840516755747;;;;;;;-1,27195166847028118;1,47121501307904e+00;;;;;;;-0,15406868197295387;1,11055754022804e+00
2;1;;;;;;;;;1,2678887419682514;0,06236351434902249;;;;;;;0,7871599543633682;0,5774917702219463;;;;;;;-7,95083031478726e-01;2,1121007934748182;;;;;;;0,36018396665755914;0,9911620624455146;;;;;;;0,7871599543633666;0,5774917702219475;;;;;;;4,17267185969528e-01;0,9275077682778023;;;;;;;0,52622460881797328;0,8486834469110093;;;;;;;-0,33384215773603709;1,89843945643609247;;;;;;;1,41024048872711427;NA;;;;;;;2,04277796949550394;-5,40421880999374e-01
2;1;;;;;;;;;1,1076138347672682;0,22532777214220034;;;;;;;-0,3622238715455688;1,0546616783667955;;;;;;;-4,13482387155104e-01;1,0855307781339090;;;;;;;-0,61124249889730808;1,1938544833054308;;;;;;;-0,3622238715455706;1,0546616783667959;;;;;;;-3,79965047874082e-01;1,0436516237084665;;;;;;;-0,46057628682353574;1,1604124199118411;;;;;;;-0,31583809733317175;1,07500706076870411;;;;;;;-0,34350317058989405;1,09462138549005e+00;;;;;;;-0,53718193008625748;1,18862244013001e+00
2;1;;;;;;;;;1,3108786282888343;-0,14101303004107779;;;;;;;1,1401468122167879;-0,3973579905948330;;;;;;;3,10150423309893e+00;-17,3240097324107438;;;;;;;1,14088915737017516;-0,4230275774264360;;;;;;;1,1401468122167879;-0,3973579905948327;;;;;;;1,29177061735781e+00;-1,9473819812127040;;;;;;;1,38825622435124529;0,4459892454882848;;;;;;;1,38238429864723344;0,42277519757749948;;;;;;;1,07869376459752631;5,13091851698436e-01;;;;;;;1,22776954580144748;5,98781553840211e-01
2;2;;;;;;;;;1,2525329314701790;-0,04048604981677641;;;;;;;1,5988403975150181;-0,3023422486067088;;;;;;;1,58122388166670e+00;-0,2885768137830959;;;;;;;1,18756354805040210;NA;;;;;;;1,5988403975150161;-0,3023422486067074;;;;;;;7,10740080430026e-01;0,3600187740321943;;;;;;;-4,84664062747090352;4,8730480783477805;;;;;;;0,30805142373793443;0,71135624690262211;;;;;;;0,83724421217479572;2,69248805196613e-01;;;;;;;0,78535883911459270;3,11462948145430e-01
2;2;;;;;;;;;1,7336615907201784;0,04281611712451196;;;;;;;-1,4897518098466915;1,8875094564420465;;;;;;;-1,77371322668053e+02;101,4013242625781288;;;;;;;1,81625791953391191;NA;;;;;;;-1,4897518098466824;1,8875094564420407;;;;;;;-2,35107392024153e+00;2,3542777210608734;;;;;;;-0,63786839358684644;1,4654261008948319;;;;;;;-4,61106518587299608;4,06237996905433008;;;;;;;-2,76782006208124320;2,58347208917622e+00;;;;;;;-0,68471433946088833;1,42825247980381e+00
2;2;;;;;;;;;1,4095358753796214;0,13212534736228088;;;;;;;1,2072352464636145;0,2425899456455598;;;;;;;1,24103019100037e+00;0,2242528622154260;;;;;;;1,16766536073146399;0,2623943449167613;;;;;;;1,2072352464636142;0,2425899456455599;;;;;;;8,43808678873874e-01;0,4325612215323159;;;;;;;0,61155780577185537;0,5662523887707275;;;;;;;0,60044467319106742;0,56452180198508417;;;;;;;0,45832268919993263;6,32369384558421e-01;;;;;;;0,57924931158112380;5,74552075499119e-01
2;1;;;;;;;;;-0,7463553347909782;0,29064475847632010;;;;;;;-0,9811989872204883;0,9636236602534662;;;;;;;-1,22404371665433e+01;15,1716725198688120;;;;;;;-1,11012790872951395;1,1274262530793455;;;;;;;-0,9811989872204879;0,9636236602534661;;;;;;;-1,14235715080434e+02;139,5021607233558711;;;;;;;-2,43993737825845525;2,4876598457335426;;;;;;;-2,33526580943817796;2,38369407800905497;;;;;;;-1,51054880314227824;1,34987731202278e+00;;;;;;;-1,04595865785917219;7,10699017209674e-01
2;2;;;;;;;;;1,9589742529392058;-0,25843433788889830;;;;;;;1,2041365547003082;0,2406760954140147;;;;;;;-3,72015744110489e+00;3,4440142557436588;;;;;;;1,12230025459501670;0,2929852769664782;;;;;;;1,2041365547003093;0,2406760954140139;;;;;;;6,19054130580388e-01;0,6153966224363582;;;;;;;-0,30137431798114311;1,0609055090918662;;;;;;;1,51272026302966101;0,04105796682179105;;;;;;;-0,01099716639556992;1,00858360890536e+00;;;;;;;0,56098086001458691;6,41254676235351e-01
